official_parcel_id,objectid_1,pin14,parcel_quality_status,nbh_name,subdiv_name,zoning_jurisdiction_name,planning_jurisdiction_name,planning_boundary_type,dominant_zoning_code_raw,dominant_zoning_general_normalized,dominant_zoning_label_normalized,zoning_overlap_count,zoning_jurisdiction_overlap_count,dominant_overlap_pct,total_zoning_overlap_pct,second_zoning_jurisdiction_name,second_zoning_code_raw,second_overlap_pct,top_two_overlap_pct_gap,zoning_assignment_confidence,zoning_join_status,has_multiple_zoning,has_multiple_zoning_jurisdictions,tiny_sliver_overlap_count,parcel_area_acres_calc
CFS-PARCEL-0149721656,149721656,142 05901,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,,,R4,residential,R4,2,1,0.502139,1.0,Kannapolis,R8,0.497861,0.004279,low,multi_zone_low_confidence,True,False,0,2.018339
CFS-PARCEL-0149823108,149823108,56247119260000,review,LANE STREET,,Kannapolis,,,O-I,office,O-I,2,1,0.502141,1.0,Kannapolis,R4,0.497859,0.004282,low,multi_zone_low_confidence,True,False,0,0.554219
CFS-PARCEL-0149731468,149731468,46717436740000,trusted,BROOKVUE,BROOKVUE PH 2 MAP 1,Concord,,,RM-2-CD,residential,RM-2-CD,2,1,0.502197,1.0,Concord,RM-2-CU,0.497803,0.004394,low,multi_zone_low_confidence,True,False,0,0.181701
CFS-PARCEL-0149818433,149818433,56218918040000,review,OVERBROOK,,Concord,Concord,etj,RM-1,residential,RM-1,2,1,0.502765,1.0,Concord,RM-1,0.497235,0.005529,low,multi_zone_low_confidence,True,False,0,1.858093
CFS-PARCEL-0149784246,149784246,56013755790000,review,BISCAYNE / TRINITY CHURCH,NO SUBDIVISION,Kannapolis,,,LI,industrial,LI,1,1,0.503398,0.503398,,,,,low,single_zone_low_confidence,False,False,0,0.076365
CFS-PARCEL-0149817170,149817170,56246189770000,review,LANE STREET,,Kannapolis,,,O-I,office,O-I,3,1,0.503659,1.0,Kannapolis,R4,0.496232,0.007427,low,multi_zone_low_confidence,True,False,0,0.279849
CFS-PARCEL-0149807360,149807360,56135852180000,trusted,NCRC/KANNAPOLIS DOWNTOWN,PENNANT SQUARE,Kannapolis,,,CC,commercial,CC,2,1,0.503666,1.0,Kannapolis,CC,0.503143,0.000523,low,multi_zone_low_confidence,True,False,0,1.017899
CFS-PARCEL-0149737727,149737727,46813750970000,trusted,MOSS CREEK AREA 1,MOSS CREEK,Concord,,,RM-2-CU,residential,RM-2-CU,2,1,0.503758,1.0,Concord,PUD,0.496242,0.007516,low,multi_zone_low_confidence,True,False,0,0.207641
CFS-PARCEL-0149774086,149774086,55449363010000,review,BETHEL ELEMENTARY SCHOOL,,Midland,,,SFR,unknown,SFR,2,1,0.503984,1.0,Midland,SFR,0.497155,0.006829,low,multi_zone_low_confidence,True,False,0,4.258332
CFS-PARCEL-0149727411,149727411,45983664050000,review,ME,ASSESSED IN MECK,Cabarrus County / Unincorporated,,,GC,commercial,GC,2,2,0.504063,0.504064,Harrisburg,EC,1e-06,0.504062,low,multi_jurisdiction_low_confidence,True,True,1,2.863012
CFS-PARCEL-0149799508,149799508,56136045800000,review,NORTH 29A,,Kannapolis,,,R4,residential,R4,2,1,0.504096,0.999991,Kannapolis,GC,0.495895,0.008201,low,multi_zone_low_confidence,True,False,0,3.549145
CFS-PARCEL-0149724252,149724252,159 157,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,,,R8,residential,R8,2,1,0.504652,0.999991,Kannapolis,GC,0.495339,0.009314,low,multi_zone_low_confidence,True,False,0,1.980381
CFS-PARCEL-0149817025,149817025,56248109200000,review,LANE STREET,,Kannapolis,,,R4,residential,R4,2,1,0.504792,1.0,Kannapolis,O-I,0.495208,0.009584,low,multi_zone_low_confidence,True,False,0,0.283353
CFS-PARCEL-0149816185,149816185,56247129250000,review,LANE STREET,,Kannapolis,,,O-I,office,O-I,3,1,0.504835,1.0,Kannapolis,R4,0.495165,0.00967,low,multi_zone_low_confidence,True,False,1,0.552022
CFS-PARCEL-0149816178,149816178,56247179730000,review,LANE STREET,,Kannapolis,,,O-I,office,O-I,2,1,0.505182,1.0,Kannapolis,R4,0.494818,0.010363,low,multi_zone_low_confidence,True,False,0,0.514705
CFS-PARCEL-0149774360,149774360,55449494220000,review,MIDLAND COMMERCIAL,,Midland,,,SFR,unknown,SFR,3,1,0.505265,1.0,Midland,C601,0.297739,0.207526,low,multi_zone_low_confidence,True,False,0,6.035912
CFS-PARCEL-0149720870,149720870,00000,review,UNKNOWN NBH,,Concord,,,RC,unknown,RC,2,1,0.505633,0.999976,Concord,RV,0.494343,0.01129,low,multi_zone_low_confidence,True,False,0,0.203092
CFS-PARCEL-0149810134,149810134,56220671560000,trusted,MIDWAY EAST,ROYAL OAKS,Kannapolis,,,GC,commercial,GC,2,1,0.50623,1.0,Kannapolis,R4,0.49377,0.012459,low,multi_zone_low_confidence,True,False,0,0.046302
CFS-PARCEL-0149817010,149817010,56247179030000,review,LANE STREET,,Kannapolis,,,O-I,office,O-I,2,1,0.506335,1.0,Kannapolis,R4,0.493665,0.01267,low,multi_zone_low_confidence,True,False,0,0.392225
CFS-PARCEL-0149817245,149817245,56247139240000,review,LANE STREET,,Kannapolis,,,O-I,office,O-I,3,1,0.506563,1.0,Kannapolis,R4,0.493276,0.013288,low,multi_zone_low_confidence,True,False,1,0.278843
CFS-PARCEL-0149803354,149803354,56201347380000,trusted,CONCORD PARKWAY SOUTH,CANNON HOLDING CORP,Concord,,,C-2,unknown,C-2,2,1,0.507412,1.0,Concord,RV,0.492588,0.014824,low,multi_zone_low_confidence,True,False,0,0.357944
CFS-PARCEL-0149722699,149722699,149 307,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,,,CC,commercial,CC,2,1,0.508217,0.999994,Kannapolis,R8,0.491777,0.016441,low,multi_zone_low_confidence,True,False,0,0.318564
CFS-PARCEL-0149725220,149725220,159 130,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,,,GC,commercial,GC,3,1,0.508393,0.999998,Kannapolis,R8,0.491606,0.016787,low,multi_zone_low_confidence,True,False,1,0.371044
CFS-PARCEL-0149771740,149771740,55394712300000,review,HWY 601 / 49,,Concord,Concord,etj,I-2,unknown,I-2,4,1,0.508901,1.0,Concord,I-2,0.489902,0.018999,low,multi_zone_low_confidence,True,False,2,2.173405
CFS-PARCEL-0149819587,149819587,56316600690000,review,CENTERGROVE,,Concord,Concord,etj,RM-1,residential,RM-1,3,2,0.508939,0.945112,Cabarrus County / Unincorporated,LDR,0.436173,0.072765,low,multi_jurisdiction_low_confidence,True,True,1,0.51845
CFS-PARCEL-0149817675,149817675,56247149240000,review,LANE STREET,,Kannapolis,,,O-I,office,O-I,3,1,0.509078,1.0,Kannapolis,R4,0.490922,0.018155,low,multi_zone_low_confidence,True,False,1,0.276932
CFS-PARCEL-0149817011,149817011,56247199710000,review,LANE STREET,,Kannapolis,,,O-I,office,O-I,2,1,0.509444,1.0,Kannapolis,R4,0.490556,0.018888,low,multi_zone_low_confidence,True,False,0,0.414546
CFS-PARCEL-0149816153,149816153,56247149740000,review,LANE STREET,,Kannapolis,,,O-I,office,O-I,3,1,0.510256,1.0,Kannapolis,R4,0.489742,0.020514,low,multi_zone_low_confidence,True,False,1,0.272689
CFS-PARCEL-0149757025,149757025,55080323550000,review,CHARLOTTE MOTOR SPEEDWAY,MCKEEVER GROUP NC PROPERTY HOLDINGS LLC,Harrisburg,,,EC,industrial,EC,4,3,0.510286,1.0,Cabarrus County / Unincorporated,GI,0.488198,0.022089,low,multi_jurisdiction_low_confidence,True,True,2,4.079848
CFS-PARCEL-0149777222,149777222,55561115690000,review,REED GOLD MINE,,Midland,,,AG,agricultural,AG,3,2,0.510904,1.0,Midland,AG,0.489095,0.021809,low,multi_jurisdiction_low_confidence,True,True,1,5.91464
CFS-PARCEL-0149817246,149817246,56247139740000,review,LANE STREET,,Kannapolis,,,O-I,office,O-I,3,1,0.511325,1.0,Kannapolis,R4,0.488675,0.02265,low,multi_zone_low_confidence,True,False,1,0.272604
CFS-PARCEL-0149720805,149720805,142 049,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,Kannapolis,etj,PD,residential,PD,9,1,0.511855,1.0,Kannapolis,PD,0.487456,0.024399,low,multi_zone_low_confidence,True,False,7,139.846602
CFS-PARCEL-0149817049,149817049,56247159230000,review,LANE STREET,,Kannapolis,,,O-I,office,O-I,2,1,0.512256,1.0,Kannapolis,R4,0.487744,0.024512,low,multi_zone_low_confidence,True,False,0,0.307914
CFS-PARCEL-0149738310,149738310,46813823940000,trusted,MOSS CREEK AREA 3,MOSS CREEK,Concord,,,PUD,unknown,PUD,2,1,0.512801,1.0,Concord,RM-2-CU,0.487199,0.025602,low,multi_zone_low_confidence,True,False,0,0.238955
CFS-PARCEL-0149753285,149753285,55160568920000,review,HARRISBURG SOUTH,,Harrisburg,,,RM,residential,RM,2,1,0.512804,1.0,Harrisburg,RE,0.487197,0.025607,low,multi_zone_low_confidence,True,False,0,2.887045
CFS-PARCEL-0149794621,149794621,56126064830000,review,SOUTH 29A,,Kannapolis,,,R18,residential,R18,5,2,0.513654,1.0,Kannapolis,MU-N,0.46636,0.047294,low,multi_jurisdiction_low_confidence,True,True,2,3.537857
CFS-PARCEL-0149790747,149790747,56110316580000,trusted,ZEMOSA ACRES,ZEMOSA ACRES,Concord,,,RV,residential,RV,2,1,0.514691,1.0,Concord,RL,0.485309,0.029381,low,multi_zone_low_confidence,True,False,0,4.721196
CFS-PARCEL-0149823109,149823109,56247159730000,review,LANE STREET,,Kannapolis,,,O-I,office,O-I,2,1,0.514718,1.0,Kannapolis,R4,0.485282,0.029435,low,multi_zone_low_confidence,True,False,0,0.264763
CFS-PARCEL-0149738130,149738130,46813720940000,trusted,MOSS CREEK AREA 1,MOSS CREEK,Concord,,,PUD,unknown,PUD,2,1,0.514933,1.0,Concord,RM-2-CU,0.485067,0.029865,low,multi_zone_low_confidence,True,False,0,0.13318
