subdivision,no_match_count,no_match_area_acres,subdivision_review_count,avg_area_acres
PLAT FOR 400 V 8 ST,2,0.34,0,0.1721
PLAT JAMES L ENSLEY ESTATE,2,2.92,0,1.4607
PLAT OAKDALE AVE,2,0.45,0,0.2231
PLAT OF 225 RANKIN STREET,2,0.38,0,0.1899
PLAT OF 2307 S RIDGE AVENUE,2,0.34,0,0.169
PLAT OF 70 WHITE ST SW,2,0.48,0,0.2422
PLAT OF CLAY ST,2,0.3,0,0.1493
PLAT OF MARTHA DR,2,4.61,0,2.3047
PLAT OLD CHARLOTTE ROAD,2,2.71,0,1.3566
PLAT OUTPARCEL A BROOKDALE,2,2.64,0,1.3188
PLAT RAVENDALE ST,2,0.51,0,0.2572
PLAT TEAL HOME SOLUTIONS LLC,2,0.27,0,0.1334
PLEASANT HILLS,2,0.76,0,0.3796
POPLAR CROSSING,2,4.5,0,2.248
POPLAR TENT ROAD SITE,2,1.72,0,0.8613
PRIMAX PROPERTIES LLC,2,1.85,0,0.9227
PROPERTIES OF JAMES H HOUSTON JR & WF JEAN H,2,2.29,0,1.1463
PROPERTY OF F.B. MASSEY,2,0.5,0,0.2493
PROPERTY OF J LUTHER JONES,2,1.14,0,0.5688
PROPERTY OF JACK T CHAPIC,2,0.87,0,0.4352
PROPERTY OF MICHAEL A RUTOWSKI,2,2.3,0,1.1494
PROPERTY OF RALPH TEAL(REVISED PLAT),2,0.53,0,0.2672
PROPST & PATTERSON,2,0.38,0,0.1905
PROVIDENCE MANOR C.O.S,2,16.3,0,8.1514
PROVIDENCE MANOR PH 2,2,0.32,0,0.1613
PT JOHNNIE GUINN,2,0.36,0,0.1778
QUAIL HOLLOW PARK,2,1.25,0,0.6266
QUALITY OIL COMPANY LLC,2,5.75,0,2.8774
QUIKTRIP NO 1044,2,11.07,0,5.5335
R FRANK WEDDINGTON,2,0.62,0,0.3085
R L BARBEE PROPERTY,2,1.34,0,0.6721
R/W DEDICATION & EASEMENT PLAT,2,6.63,0,3.3164
R/W DEDICATION & ESMNT PLAT HARMONY SUBDIV,2,1.78,0,0.8876
RAMANUJAM NATHAMUNI,2,1.24,0,0.6216
RANDALL SCOTT MORRISON,2,1.2,0,0.6017
RANDOLPH EUGENE WINECOFF,2,1.14,0,0.5679
RANDY BENTLEY,2,0.37,0,0.185
RAYMOND & RANDY LEE PORTER,2,0.8,0,0.3977
RCAROLINA LLC,2,0.41,0,0.203
RECOMB 80 SUMNER AVE NW,2,4.22,0,2.1097
RECOMB CLOVERLEAF PLAZA,2,4.47,0,2.2334
RECOMB FOR LTS ON SKYLAND DR,2,2.07,0,1.0341
RECOMB OF THE VILLAGE@KELLSWATER BRIDGE PH1MP6,2,0.68,0,0.3383
RECOMB PLAT FOR 828 NORTH MAIN ST,2,1.13,0,0.5657
RECOMB PLAT FOR LITAKER PROPS,2,5.09,0,2.5435
RECOMB SHADY HAVEN,2,0.72,0,0.361
Recomb. Cartersville,2,0.4,0,0.2006
RECOMB. CR CLINE HOMEPLACE,2,0.56,0,0.2781
RECOMB. KELLSWATER COMMONS II,2,2.66,0,1.3316
RECOMB. OF THE VILLAGE@ KELLSWATER BRIDGE,2,1.12,0,0.5598
RECOMB. PLAT MT PLEASANT HARDWARE,2,1.2,0,0.6005
RECOMB/NEW TEXAS,2,0.52,0,0.2578
"RECOMBINATION  SPEEDWAY MOTORSPORTS, INC",2,137.86,0,68.9322
RECOMBINATION OF 7.942 AC,2,8.32,0,4.1616
RECOMBINATION OF THE PRESERVE AT COLDWATER CREEK,2,6.68,0,3.342
RECOMBINATION PLAT,2,1.12,0,0.5583
RECOMBINATION SPEEDWAY MOTORSPORTS INC,2,101.35,0,50.6763
RECOMBINATION/SUBDIVISION PB79-33,2,8.78,0,4.3894
REDBIRD PROPERTIES,2,9.56,0,4.779
RENSTROM PROPERTY,2,2.06,0,1.0287
REPLAT CK LAKEPOINT CORP CENTER LLC,2,3.04,0,1.5206
RESIDENTIAL INVESTMENTS LLC,2,0.35,0,0.174
REV LT 264 ABBINGTON,2,0.48,0,0.2424
REV RECOMB BLOCK ONE,2,1.45,0,0.7241
RICHARD I & TERRY LEONE,2,0.74,0,0.3705
RIDGEVIEW CONDOS,2,10.15,0,5.0741
RIVEROAKS CORPORATE CENTER,2,23.36,0,11.6799
ROAD ABANDONMENT,2,13.62,0,6.8096
ROBERT D HAIGLER,2,0.69,0,0.3452
ROBERT PATTERSON,2,0.68,0,0.3421
ROBERT S. & HELEN C. ALEXANDER,2,0.82,0,0.4113
ROBERTA FARMS PH 1,2,2.2,0,1.1007
ROBERTA MEADOWS (REV),2,0.48,0,0.2386
ROBERTA MEADOWS REV,2,0.52,0,0.2598
ROBERTA WOODS PH 1B,2,0.73,0,0.3648
Rockwood,2,0.52,0,0.2624
RODGERS PROPERTY,2,0.92,0,0.4609
ROGER DALE LOVE,2,0.8,0,0.3977
Rogers Annex,2,0.42,0,0.2106
RONALD R & DONNAL L LOCATIS,2,4.3,0,2.1485
RONE AVE & LINCOLN ST,2,0.16,0,0.08
ROSELIA LLC,2,2.24,0,1.1225
ROSS MINOR SUB,2,20.74,0,10.3698
"ROWLAND, ROWLAND & ENSLEY",2,10.19,0,5.0969
Royal Oaks,2,0.97,0,0.4861
ROYAL OAKS BLK 3,2,0.73,0,0.3665
RUCKUS HOUSE @ MOSS CREEK,2,3.74,0,1.8686
RURAL MHP,2,3.65,0,1.8248
S W COLERIDER JR,2,0.72,0,0.3592
S. O. WEAKS PARK,2,0.29,0,0.1435
SADDLE CREEK,2,29.65,0,14.8267
"SAM'S MART, INC. 7740 SPEEDWAY BLVD",2,2.9,0,1.4483
SAMUEL & KATHARINE PIERCE,2,0.31,0,0.1531
SAMUEL S & ROBIN T HOPKINS,2,3.94,0,1.9698
SANDRA CONNER,2,1.09,0,0.5464
SCG-NORTH BRANCH STATION LLC,2,1.99,0,0.9931
SERGIO VAZQUEZ,2,0.61,0,0.3069
SETTLER'S LANDING COMMERCIAL LLC PROPERTY,2,3.23,0,1.6144
SETTLER'S LANDING COMMERCIAL PARCEL A (REVISED),2,2.86,0,1.4309
SETTLERS  RIDGE  PHI,2,0.49,0,0.247
SETTLERS RIDGE PH 2,2,0.72,0,0.3579
Shady Haven,2,1.27,0,0.6345
SHADY LANE AVE,2,0.85,0,0.4245
Shadybrook,2,1.17,0,0.583
SHELBY WOODS LOTS #1-3,2,0.86,0,0.4322
SHERRILL & DAYVAULT,2,0.13,0,0.0643
SHOPS ON DERITA,2,2.08,0,1.0381
SOUTH UNION-ROSEGAYE DEVELOPMENT,2,0.36,0,0.1811
SPRES QOZ FUND 1,2,0.65,0,0.3226
STALLINGS FARM PH5,2,1.57,0,0.785
STALLINGS ROAD,2,0.92,0,0.4593
STANLEY MILLER,2,0.32,0,0.1587
STAVOLA BROTHERS,2,7.9,0,3.9491
STEPHEN B KISER,2,1.35,0,0.6764
STEPHEN WAYNE PIGG PROPERTY,2,17.95,0,8.9734
Stonebridge PH 11e,2,0.13,0,0.0645
STONEBRIDGE TOWNHOMES,2,0.1,0,0.0521
Stonebridge Townhomes  Ph 11D,2,0.11,0,0.0552
Stonebridge TOWNHOMES PH 11 G,2,0.08,0,0.0394
STONEBRIDGE TOWNHOMES PH 11G,2,0.08,0,0.0411
STONEStreet,2,0.26,0,0.1321
STONEWALL CIR SW 3.378 AC,2,3.38,0,1.69
STONEWALL JACKSON MANUAL TRAINING/INDUSTRIAL SCHOO,2,6.51,0,3.2547
SUBDIV FOR 30 MEADOWVIEW AVE SW,2,0.48,0,0.2402
SUBDIV FOR THE DOUGLAS & FRANCES MCCOY REVOC TRUST,2,2.95,0,1.475
SUBDIV OF WICHNOSKI BUILDERS LLC PROPERTY,2,1.0,0,0.5001
SUBDIV PLAT 61 STONECREST CIRCLE SW,2,0.5,0,0.2477
SUE ADAMS CARTER,2,0.96,0,0.482
SUNDERLAND RD SE,2,0.34,0,0.1706
SUNNYSIDE PARK,2,0.41,0,0.206
SYCAMORE RIDGE,2,3.5,0,1.7521
SYCAMORE RIDGE PH IV CORRECT PROPERTY LINES,2,2.35,0,1.173
TAFOYA AND CAMPOS PROPERTY,2,0.74,0,0.3694
TARHEEL PROPERTY GROUP LLC,2,1.17,0,0.5859
TAYLOR FAMILY TRUST,2,0.98,0,0.4885
TDS INVESTMENTS GROUP,2,0.27,0,0.1362
TEETERTOWN EXT,2,0.65,0,0.3232
THE CARRIAGE HOUSE CONDO,2,2.48,0,1.2414
THE ENCOUNTER MINISTRIES INC,2,37.24,0,18.6189
THE ESTATE OF MIRIAM O. TUTTLE,2,3.98,0,1.9906
THE JOHNSIE EVANS TRUST,2,2.3,0,1.1505
THE LAGOON TRACT,2,7.85,0,3.9247
THE MARKETPLACE AT CONCORD MILLS,2,5.14,0,2.5681
THE MILLS PH 5 MP4,2,0.24,0,0.1203
The Parker/Trawick,2,4.09,0,2.0436
The ParkerTrawick,2,3.87,0,1.9363
THE SPRINGS BUSINESS PARK,2,11.0,0,5.5021
THE VILLAGE AT KEllswater Bridge OF Ph 1 Map 5,2,0.3,0,0.1492
THE VILLAGE AT Kellswater BRidge of PH 1B MAp 5,2,0.33,0,0.1629
THE VILLAGE AT KELLSWATER BRIDGE OF PH 1B MAP 7,2,0.49,0,0.2442
THE VILLAGE AT Kellswater Bridge Ph 1B Map 5,2,0.29,0,0.1465
THE VILLAGE AT KEllswater Bridge Ph 1B Map 5,2,0.3,0,0.1499
THE VILLAGE OF KELLSWATER BRIDGE PH 2B MAP 1,2,0.36,0,0.1812
THE VILLAGES AT REDBRIDGE GLENWOOD VILLAGE,2,0.19,0,0.0931
THE VILLAS AT WINECOFF PH Map 2  REVISED,2,6.83,0,3.4143
THOMAS JEFFERSON HOWELL PROPERTY,2,9.76,0,4.8798
THOMAS M ANDERSON,2,0.66,0,0.3323
THOMAS O & GALE J TURNER REVOCABLE TRUST AGREEMENT,2,2.17,0,1.0844
TIM HUIE RECOMBINATION,2,0.63,0,0.3168
TIMOTHY P STEWART,2,5.8,0,2.9002
TOWN SQUARE PROPERTIES II LLC,2,1.09,0,0.5465
TRADEPARK AT CONCORD,2,131.41,0,65.7047
TRIECE'S HTS BLK A,2,0.25,0,0.1264
TRINITY CREST MP 2 PH 2,2,1.0,0,0.5019
TRINITY CREST PH 2 MP 1,2,1.16,0,0.5788
TRINITY LAND GROUP,2,123.65,0,61.8237
TUCKER FURNITURE LLC,2,2.58,0,1.2924
UMBERGER,2,0.99,0,0.4972
UMBERGER BLK L,2,0.44,0,0.2212
UMBERGER EST,2,0.87,0,0.4344
UMBERGER EST.,2,0.95,0,0.4747
UNITY MANOR,2,0.47,0,0.2361
URY FARM,2,64.31,0,32.1569
VALINDA R SIMPSON/TURNER PLANTATION,2,4.96,0,2.4824
VANDERBURG CORNER,2,0.34,0,0.1703
VERNIE BLUME SLOOP,2,0.66,0,0.3291
VERNON HTS,2,0.4,0,0.1991
Vicki Carol Roth Property,2,0.61,0,0.3032
VICTORIA & MARVIN HONEYCUTT,2,3.03,0,1.5169
VIETNAM VETERANS PARK,2,25.87,0,12.9328
VILLAGE DEVELOPMENT COMPANY,2,0.29,0,0.1449
VILLAGE GREENE,2,0.98,0,0.4917
VILLAGE OF KELLSWATER BRIDGE PH 2 MAP 8,2,0.44,0,0.2181
VIOLA/BRAKE PROPERTY,2,13.76,0,6.8812
W H & RALPH WHITLEY,2,2.64,0,1.3218
W R PRESLAR PROP,2,1.32,0,0.6577
W.C. COLEMAN,2,0.26,0,0.1297
W.F. WINECOFF EST.,2,1.31,0,0.6573
W.F. WINECOFF ESTATE,2,0.64,0,0.3198
WADE FRANKLIN & DAVID DRAKE JR,2,0.87,0,0.435
WATERFORD LTS 29 & 30 REV,2,0.92,0,0.4586
WEDDINGTON ROAD BUSINESS PARK LOT A,2,2.58,0,1.2884
WELCOME HOTEL CONCORD,2,2.58,0,1.292
WELLINGTON CHASE PH 4 LTS 328 & 329 (REV),2,0.36,0,0.1792
"WEST ""G"" VILLAGE 2",2,0.11,0,0.0539
WEST CABARRUS CHURCH INC,2,30.96,0,15.48
WEST WINDS INDUSTRIAL PARK,2,33.19,0,16.5932
Westbrook,2,1.12,0,0.562
WESTOVER BLK A,2,2.98,0,1.4915
WESTOVER MAP 2,2,2.07,0,1.0355
WESTOVER MAP 5,2,1.5,0,0.7506
WESTOVER PARK,2,0.69,0,0.3443
WESTOVER TRAILER PARK,2,4.0,0,1.9997
WESTWINDS BUSINESS PARK,2,10.03,0,5.0129
WIDENHOUSE,2,2.82,0,1.4086
WIL-mar park,2,0.81,0,0.4052
WIL MAR,2,1.12,0,0.5597
WILDWOOD RIDGE PH 1 MAP 2,2,2.36,0,1.1789
WILLIAM C CANNON,2,2.65,0,1.324
WILLIAM G SUGGS & wf BARBARA A SUGGS,2,0.34,0,0.1707
"WINECOFF COMMONS, LLC MAP 1",2,7.21,0,3.6042
WOLF MEADOW ACRES,2,0.85,0,0.425
WOLF MEADOWS ACRES SEC 2,2,2.4,0,1.1986
WOOD ACRES,2,1.44,0,0.7186
WOODFIELD HOLDINGS LLC PROPERTY,2,1.9,0,0.9522
WOODS ON SOUTH UNION & KRIMMINGER AVE,2,7.17,0,3.5832
WORLD ELASTICS,2,3.0,0,1.4979
WORLD MISSIONS TCT ON PLEASANT AVE,2,4.2,0,2.1022
WRECK IT RIGHT LLC PROPERTY,2,0.45,0,0.223
YORKE ADDN REV'D,2,0.36,0,0.178
ZEMOSA ACRES SECT ONE,2,3.01,0,1.5071
ZION CHURCH RD,2,2.37,0,1.1837
ZION HILL AME ZION CHURCH,2,0.37,0,0.1838
0.151 AC - LINCOLN STREET SW,1,0.16,0,0.1633
0.459 AC - ST. MARY AVENUE NW,1,0.17,0,0.1672
0.527 AC - 273 DAVIDSON HWY,1,0.48,0,0.4753
0.545 AC - BELL ST SW,1,0.56,0,0.5627
0.636 AC-FRANKLIN AVENUE,1,0.18,0,0.1776
0.966 AC - MARTHA MELVIN RD,1,0.52,0,0.5187
0.966AC - MARTHA MELVIN RD,1,0.43,0,0.4287
0.992 AC LAKE CONCORD RD,1,0.32,0,0.3179
006310039,1,0.35,0,0.3491
053300298,1,1.76,0,1.7643
092920250,1,1.71,0,1.7127
1.139 AC - BRANCHVIEW DRIVE NE,1,0.89,0,0.8883
1.205 AC - SPRING STREET,1,1.21,0,1.2099
1.346 ACRES PROPERTY OF JIMMIE R LITTLE,1,1.35,0,1.3457
1.425 AC - BURRAGE ROAD,1,1.17,0,1.1712
1.502 CAROLINA AVE NE,1,1.49,0,1.4927
1.628 AC-SEDGEFIELD ST SW,1,0.55,0,0.5462
10.866 AC HOPEWELL CH RD,1,1.9,0,1.8958
10.886AC HOPEWELL CH RD,1,7.13,0,7.13
1024/1026 KENTUCKY STREET,1,0.21,0,0.2066
1025 PINE CIRCLE DR NW,1,0.27,0,0.2708
107 WAYNE AVE,1,0.2,0,0.1968
108.768AC - STALLINGS RD,1,26.35,0,26.3456
1092 & 1094 REMBRANDT DR SW,1,0.92,0,0.918
1102 & 1108 RED ST,1,0.63,0,0.6344
112850213,1,0.17,0,0.1749
1211 CLIFTON AT,1,0.25,0,0.2536
1211 CLIFTON ST,1,0.39,0,0.3937
1255 OLD CHARLOTTE RD,1,0.27,0,0.2663
12601 BETHEL CHURCH RD & PCL 554417517100,1,2.73,0,2.7302
1300 NC HWY 24-27,1,0.25,0,0.2531
131 & 133 CHURCH STREET N,1,0.65,0,0.6537
137760037,1,4.04,0,4.0408
1411 & 1413 MEADOW AVE,1,0.37,0,0.37
141530215,1,0.32,0,0.3249
147640262,1,0.77,0,0.7668
1576 SOUTH MAIN ST,1,0.84,0,0.8437
159 BEAUMONT AVE,1,0.24,0,0.2438
159 BEAUMONT AVENUE,1,0.25,0,0.248
159350207,1,0.42,0,0.4245
16.596 AC ALFRED BROWN JR CT SW,1,14.78,0,14.7758
160 EASTCLIFF DRIVE SE,1,0.34,0,0.3357
1716 MEASMER ST,1,5.51,0,5.5114
171690233,1,0.35,0,0.3543
18.152 AC - BURRAGE RD,1,15.61,0,15.6132
18.152 AC BURRAGE RD,1,0.94,0,0.938
2.128 AC - LAKE CONCORD RD,1,2.06,0,2.0611
2.169 AC-FISHER RD,1,1.94,0,1.944
2.195 AC TOURNAMENT DRIVE,1,2.19,0,2.1882
2.306 AC - LOMBARI STREET,1,0.59,0,0.5852
2.357 AC - NC HWY 73,1,1.52,0,1.5221
2107 S CANNON OFFICE,1,0.4,0,0.4011
212,1,0.7,0,0.6958
2125 & 2135 HELEN DRIVE,1,1.99,0,1.9915
2152 HELEN DR NW,1,1.34,0,1.344
23 POWDER ST NW,1,0.13,0,0.1251
248 KERR ST NW,1,0.25,0,0.249
"25, 31 & 35 OPTICAL CT NW",1,0.46,0,0.4591
26.890 AC - NC HWY 49 & N MAIN ST,1,4.27,0,4.265
2640 & 2700 CONCORD PARKWAY S,1,6.06,0,6.0556
267 MELROSE DE SW,1,0.4,0,0.3954
267 MELROSE DR SW,1,0.13,0,0.132
2688 S RIDGE AVE,1,0.51,0,0.5109
2814 MARYLAND AVE,1,0.34,0,0.3393
284 BROAD DR SW,1,0.17,0,0.1716
314 GURLEY DR NW,1,0.33,0,0.3293
3400/3420 US HWY 601,1,0.11,0,0.1149
357 LINCOLN ST SW,1,0.13,0,0.1271
4.542 AC - ROX PROPERTIES LLC,1,0.71,0,0.7057
40.066A COPPERFIELD BLVD,1,17.16,0,17.1573
403 & 405 GAY ST,1,0.29,0,0.2947
407 ROGERS LAKE RD,1,0.16,0,0.1593
41 PATTON CT SE,1,0.18,0,0.1766
42 MCARTHUR AVENUE SE,1,0.45,0,0.4543
427 CENTRAL AVE,1,0.44,0,0.4437
45' PRIVATE DRIVE,1,0.55,0,0.5516
46.066A COPPERFIELD BLVD,1,2.92,0,2.9203
4671 KANNAPOLIS PKWY,1,12.91,0,12.914
497 & 529 WOODHAVEN PLACE NW,1,5.47,0,5.468
5.089 AC - PEACHTREE AVENUE NW,1,1.15,0,1.1461
5.089 AC - PEACHTREE AVENUE NW REVISED,1,4.03,0,4.0277
509 DAKOTA ST,1,0.33,0,0.3266
510 BOSTIAN AVE,1,0.6,0,0.5952
5418 DAVIDSON HIGHWAY,1,3.73,0,3.728
561 LOWCOUNTRY LLC,1,1.22,0,1.2216
5613091200,1,0.2,0,0.2014
575/573 LOMBARDI ST,1,0.24,0,0.2386
575/573 WESTWOOD DR,1,0.24,0,0.2371
5807 MONTICELLO DR NW,1,0.56,0,0.5639
590 HARRIS ST NW,1,0.21,0,0.2119
595 KEY WEST AVENUE,1,0.22,0,0.2192
600 PITTS SCHOOL RD NW,1,2.97,0,2.9705
655 PITTS SCHOOL RD NW,1,4.05,0,4.0544
67,1,9.42,0,9.422
7.562 AC - PITTS SCHOOL RD NW,1,7.55,0,7.5519
712 HILLSIDE ST,1,0.2,0,0.1974
712 HLILLSIDE ST,1,0.31,0,0.3091
75/42,1,0.21,0,0.2116
78.154 KANNAPOLIS PKWY,1,18.86,0,18.8606
79 GREEN ST SW,1,0.38,0,0.377
8600 NORTH DRIVE,1,0.33,0,0.3296
946 BURRAGE RD,1,9.8,0,9.8012
A B PALMERS ADDITION TO ROYAL OAKS,1,0.4,0,0.3984
A C GRANT,1,0.43,0,0.4342
A E FURR ESTATE,1,0.72,0,0.7223
A F BARNHARDT BLK F,1,0.52,0,0.5238
A H overcash,1,0.31,0,0.3082
A M SHINN SUB.,1,0.66,0,0.6575
A.B. Palmer Add.,1,0.53,0,0.5298
A.F. BUNDY ESTATE,1,0.68,0,0.6833
AA HOLDINGS-KANNAPOLIS,1,3.69,0,3.6863
"AADHAR, INC",1,0.6,0,0.6011
ABBEYDALE & BROADWAY,1,0.09,0,0.0912
ABBINGTON,1,0.39,0,0.3903
ABBINGTON PH 6 MAP 3,1,0.48,0,0.4789
ABBINGTON PH4 MAP 1,1,0.99,0,0.9854
ABBINGTON PH6 MP8,1,0.35,0,0.3456
ABBINGTON PLACE PH 6,1,0.48,0,0.481
ACCORD MORTGAGE CO,1,2.23,0,2.2348
ADA LOWDER PROPERTY,1,0.45,0,0.4531
ADDN WESTBROOK,1,0.55,0,0.5546
AFTON DEVELOPMENT,1,1.65,0,1.6522
AFTON DEVELOPMENT CO LLC,1,4.92,0,4.9212
AFTON VILLAGE FUTURE DEVELOPMENT,1,3.48,0,3.4823
AFTON VILLAGE PH 4A,1,0.1,0,0.1038
AFTON VILLAGE PH 4B UNITS 1-7 OF PARCEL 34,1,0.09,0,0.0898
AFTON VILLAGE PHASE 4B,1,0.09,0,0.0856
"AFTON VILLAGE SOUTHEND UNITS 9, 10 & 11 REVISED",1,0.06,0,0.0597
AH OVERCASH,1,0.31,0,0.3081
ALEXIS ACOSTA,1,0.26,0,0.2577
ALICE CAROLYN POPE,1,6.05,0,6.0532
ALLAN KING,1,0.04,0,0.0409
ALLEN DRIVE NW,1,0.63,0,0.63
ALLEN TYNDALL JR. & DORIS TYNDALL PROPERTY,1,0.18,0,0.1788
ALLEN TYNDL JR. & DORIS TYNDALL PROPERTY,1,0.18,0,0.1789
ALLISON PARK,1,0.12,0,0.119
ALLMON,1,0.11,0,0.11
ALTA/NSPS LAND TITLE SURVEY 2.24AC MILLBROOK RD,1,0.77,0,0.7663
AMANDA S BARNHARDT,1,0.48,0,0.4784
AMERCO REAL ESTATE COMPANY,1,3.49,0,3.4867
AMERICAN DEVELOPMENT INDUSTIES PROPERTY,1,36.08,0,36.0794
AMERICAN DEVELOPMENT INDUSTRIES INC,1,2.45,0,2.4459
AMerican Elite HOmes Property,1,0.45,0,0.4496
ANGELA TILLEY SHELTON,1,0.42,0,0.4151
ANNA ROGERS HOMEPLACE,1,0.23,0,0.2266
ANNIE BARRINGER PROPERTY,1,4.8,0,4.7986
ANNIE ROSS BARRINGER PROP,1,0.44,0,0.4426
Annie Ross Barringer Prop.,1,0.26,0,0.2579
ANNIE ROSS BARRINGER PROP.,1,0.54,0,0.5378
ANNIE ROSS BARRINGER PROPERTY,1,0.63,0,0.6343
AQUAMARINE,1,489.43,0,489.4317
ARCHIBALD HEIGHTS,1,0.48,0,0.4802
ARCHIBALD HEIGHTS BLK A,1,0.61,0,0.6096
ARCHIBALD HEIGHTS BLK B,1,0.93,0,0.9297
ARL FAMILY LIMITED PARTNERSHIP,1,5.31,0,5.309
ARTHUR W BARRIER ESTATE,1,7.51,0,7.5142
ASCENDUM MACHINERY & IBP ASSOC,1,2.01,0,2.0139
ASCENDUM MACHINERY & IBP ASSOC.,1,0.71,0,0.7066
Atlantic American Properties Inc,1,0.04,0,0.0449
AUGUSTINE PROPERTIES,1,0.21,0,0.207
AXIAL BONDS FARM - TRACT 2,1,37.6,0,37.5971
B A WHITE ESTATE,1,1.71,0,1.7107
B L UMBERGER BLK B SEC 1,1,0.86,0,0.8563
B L Umberger Estate,1,0.68,0,0.6822
B L UMBERGER ESTATE,1,3.03,0,3.0308
B L UMBERGER JR,1,0.19,0,0.1926
B. L. UMBERGER EST.,1,0.52,0,0.5196
B. L. UMBERGER ESTATE,1,0.11,0,0.1116
B.L Umberger Estate,1,0.55,0,0.5469
B.L UNMERGER ESTATE,1,0.34,0,0.3405
B.L. Umberger blk a sect 6,1,0.47,0,0.4701
B.l. umberger estate,1,1.2,0,1.1971
B.L. Umerger Estate,1,0.53,0,0.5284
B.l. unmberger estate,1,0.65,0,0.6498
B.L.umberger estate,1,0.57,0,0.5729
BALCONI PROPERTY,1,5.02,0,5.0177
BAPTIST RETIREMENT HOMES FOUNDATION,1,1.58,0,1.5835
BARBER-SCOTIA DEVEOPMENT,1,0.13,0,0.1348
BARNHARDT & HELMS,1,2.34,0,2.344
"BARNHARDT FAMILY ENTERPISES, LLC",1,5.07,0,5.0695
BARRIER PROPERTY,1,1.48,0,1.4781
BARRINGER PROPERTIES,1,5.9,0,5.9023
BARRY L LEFLER,1,4.38,0,4.3843
BDY SURVEY 4.060 AC,1,4.07,0,4.0656
BEAVER POND PH4 MAP3,1,0.23,0,0.2313
BEDFORD FARMS PH1 MAP4,1,0.45,0,0.4469
BENNIE M MCCLELLAN,1,1.63,0,1.6327
BENTLEY CONSTRUCTION INC,1,0.21,0,0.2088
Bergerber,1,0.27,0,0.2656
berkshire,1,0.08,0,0.0759
Berkshire,1,0.08,0,0.0798
BERKSHIRE MAP 2,1,0.44,0,0.4371
Bessie l. Isenhour,1,0.46,0,0.4565
BETHEL CHURCH OF MIDLAND,1,12.24,0,12.2379
BETHEL GLEN PH 1-M3,1,0.39,0,0.3942
BETHEL GLEN PH1-M3,1,0.36,0,0.3553
BETTY BARBEE LEE PROPERTY,1,0.97,0,0.9707
Beveerly Hills,1,0.81,0,0.8122
BEVERLY HILLS ADD,1,0.44,0,0.4394
BEVERLY HILLS ADD.,1,0.88,0,0.8772
BEVERLY HILLS ADDITION,1,0.32,0,0.3177
Beverly Hills Extension,1,0.7,0,0.7011
BEVERLY HILLS SEC 2,1,0.86,0,0.8641
BF WADDELL72-74 PT12-19,1,0.86,0,0.8592
BILL E & DELORES H WATTS,1,0.12,0,0.1176
BILL E & DOLORES H WATTS,1,0.1,0,0.0959
BISCAYNE INDUSTRIAL PARK MAP 2 CONDOMINIUM PLAT,1,0.19,0,0.1918
BISCAYNE INDUSTRIAL PARK MAP 2 CONDONMINIUM PLAT,1,0.17,0,0.1742
BISCAYNE INDUSTRIAL PK,1,2.9,0,2.895
BL UMBERGER EST,1,2.28,0,2.2803
BLACKWELDER PROPERTY,1,2.0,0,2.0002
BLDG 1 CONCORD BUSINESS PARK,1,0.59,0,0.5874
BLK A YORKE ADDN,1,0.21,0,0.2067
BLK I WEST CONCORD,1,0.45,0,0.4536
BLUME PH6,1,0.43,0,0.4272
BONDS QUARRY,1,237.22,0,237.2158
BOSTWOOD ESTATES,1,0.0,0,0.0
BOUNDARY SURVEY  CASTLE & COOKE NORTH CAROLINA LLC,1,1.52,0,1.5223
BOUNDARY SURVEY BERNAL PAUL & BERNAL KIM,1,11.78,0,11.7753
BOUNDARY SURVEY FOR STAVROS LIAKAKOS,1,4.7,0,4.6965
BOUNDARY SURVEY OF 6711 MARTHA MELVIN ROAD,1,2.12,0,2.1168
BRAMBLE WOODS,1,1.46,0,1.4552
BRANDON & DANA WILHELM,1,5.91,0,5.9085
BRANTLEY CREEK SUB PH  III MAP II  RECOMB.,1,0.23,0,0.2275
BRANTLEY CREEK SUB PH III MAP II  RECOMB.,1,0.24,0,0.2363
BRECKENRIDGE,1,0.44,0,0.4426
BRIARCLIFF map 2,1,0.55,0,0.5495
BRIDGE POINT PH 6 M1,1,1.03,0,1.0268
BRIDGES OF KANNAPOIS,1,15.33,0,15.3256
BRIDGES OF KANNAPOLIS,1,11.1,0,11.0965
BROAD DRIVE SW,1,0.22,0,0.2191
BROOKDALE  SUBDIVISION,1,0.64,0,0.6398
"BROOKDALE BL A,BL Q",1,0.49,0,0.4927
BROOKDALE BLK 5,1,0.26,0,0.2554
BROOKDALE BLK K,1,0.34,0,0.3435
BROOKDALE BLK M,1,0.37,0,0.3694
BROOKDALE BLK P,1,0.92,0,0.9244
BROOKDALE BLK5,1,0.41,0,0.4073
BROOKDALE PH 2-M 1,1,1.18,0,1.1845
BROOKDALE PH2-M1,1,1.41,0,1.4065
BROOKDALE PHASE 1- MAP 1,1,1.23,0,1.226
BROOKDALE S.D. BLK R.,1,0.62,0,0.6225
BROOKDALE SEC 2,1,0.06,0,0.0556
BROOKDALE SHOPPING CTR PH1 MP1,1,1.76,0,1.7553
BROOKEDALE COMMONS PH1 M1,1,0.22,0,0.2218
BROWN & FISHER PROPERTY,1,1.16,0,1.1631
BROWN & ROBINETT PROP,1,0.19,0,0.1903
BROWN FARM BLOCK A,1,0.31,0,0.306
